
Collection Date,Collection Time,Site,Sample Depth,Depth,Total Phosphorus
1980-08-18,,NS-06,B,31.4,0.009
1980-08-18,,NS-06,M,15.8,0.008
1980-08-18,,NS-06,S,1,0.006
1980-09-03,,NS-06,B,32,0.01
1980-09-03,,NS-06,M,16.8,0.007
1980-09-03,,NS-06,S,1,0.005
1980-09-24,,NS-06,B,29.9,0.01
1980-09-24,,NS-06,M,15.2,0.012
1980-09-24,,NS-06,S,1,0.008
1980-09-30,,NS-06,B,31.4,0.008
1980-09-30,,NS-06,M,15.8,0.016
1980-09-30,,NS-06,S,1,0.008
1980-10-20,,NS-06,B,31.4,0.006
1980-10-20,,NS-06,M,15.8,0.007
1980-10-20,,NS-06,S,1,0.006
1980-10-27,,NS-06,B,30.5,0.034
1980-10-27,,NS-06,M,15.5,0.012
1980-10-27,,NS-06,S,1,0.092
1980-11-13,,NS-06,B,28.3,0.011
1980-11-13,,NS-06,M,14.3,0.008
1980-11-13,,NS-06,S,1,-9.999
1981-04-29,,NS-06,B,1,0.002
1981-04-29,,NS-06,M,15.2,0.002
1981-04-29,,NS-06,S,1,0.002
1981-05-20,,NS-06,B,1,0.003
1981-05-20,,NS-06,M,15.2,0.006
1981-05-20,,NS-06,S,1,0.005
1981-06-09,,NS-06,B,1,0.015
1981-06-09,,NS-06,M,15.5,0.003
1981-06-09,,NS-06,S,1,0.002
1981-06-10,,NS-06,B,1,0.002
1981-06-10,,NS-06,M,15.5,0.002
1981-06-10,,NS-06,S,1,0.027
1981-07-06,,NS-06,B,1,0.002
1981-07-06,,NS-06,M,15.2,0.002
1981-07-06,,NS-06,S,1,0.002
1981-07-23,,NS-06,B,1.5,0.005
1981-07-23,,NS-06,M,15.2,0.002
1981-07-23,,NS-06,S,1,0.002
1981-07-29,,NS-06,B,1,0.002
1981-07-29,,NS-06,M,15.2,0.002
1981-07-29,,NS-06,S,1,0.002
1981-08-10,,NS-06,B,1,0.005
1981-08-10,,NS-06,M,15.2,0.002
1981-08-10,,NS-06,S,1,0.002
1981-10-05,,NS-06,B,29.9,0.01
1981-10-05,,NS-06,M,15.2,0.007
1981-10-05,,NS-06,S,1,0.009
1981-10-16,,NS-06,B,29.9,0.007
1981-10-16,,NS-06,M,15.2,0.005
1981-10-16,,NS-06,S,1,0.004
1981-11-03,,NS-06,B,1,0.002
1981-11-03,,NS-06,M,15.2,0.003
1981-11-03,,NS-06,S,1,0.007
1982-05-05,,NS-06,B,31,0.008
1982-05-05,,NS-06,M,16,0.009
1982-05-05,,NS-06,S,1,0.014
1982-06-09,,NS-06,B,31,0.007
1982-06-09,,NS-06,M,16,0.005
1982-06-09,,NS-06,S,1,0.003
1982-06-30,,NS-06,B,30,0.006
1982-06-30,,NS-06,M,15,0.004
1982-06-30,,NS-06,S,1,0.005
1982-07-28,,NS-06,B,30,-9.999
1982-07-28,,NS-06,M,15,0.006
1982-07-28,,NS-06,S,1,0.009
1982-07-29,,NS-06,B,31,0.011
1982-07-29,,NS-06,M,16,0.012
1982-07-29,,NS-06,S,1,0.004
1983-08-02,,NS-06,B,31,0.008
1983-08-02,,NS-06,M,16,0.011
1983-08-02,,NS-06,S,1,0.005
1983-09-07,,NS-06,B,30,0.011
1983-09-07,,NS-06,M,15,0.011
1983-09-07,,NS-06,S,1,0.012
1984-07-30,,NS-06,B,31,0.013
1984-07-30,,NS-06,M,16,0.012
1984-07-30,,NS-06,S,1,0.01
1984-10-29,,NS-06,B,31,0.02
1984-10-29,,NS-06,M,16,0.008
1984-10-29,,NS-06,S,1,0.019
1985-05-21,,NS-06,B,31,0.018
1985-05-21,,NS-06,M,16,0.014
1985-05-21,,NS-06,S,1,0.012
1985-07-09,,NS-06,B,29,0.005
1985-07-09,,NS-06,M,15,0.004
1985-07-09,,NS-06,S,1,0.037
1985-08-06,,NS-06,B,31,0.024
1985-08-06,,NS-06,M,16,0.026
1985-08-06,,NS-06,S,1,0.011
1985-08-27,,NS-06,B,30,0.008
1985-08-27,,NS-06,M,15,0.038
1985-08-27,,NS-06,S,1,0.008
1985-10-15,,NS-06,B,30,0.026
1985-10-15,,NS-06,M,15,0.013
1985-10-15,,NS-06,S,1,0.007
1986-05-12,,NS-06,B,31,0.004
1986-05-12,,NS-06,M,16,0.006
1986-05-12,,NS-06,S,1,0.005
1986-05-29,,NS-06,B,30,0.004
1986-05-29,,NS-06,M,15,0.004
1986-05-29,,NS-06,S,1,0.004
1986-06-18,,NS-06,B,31,0.015
1986-06-18,,NS-06,M,16,0.007
1986-06-18,,NS-06,S,1,0.008
1986-06-23,,NS-06,B,31,0.034
1986-06-23,,NS-06,M,16,0.016
1986-06-23,,NS-06,S,1,0.018
1986-07-22,,NS-06,B,30,0.006
1986-07-22,,NS-06,M,16,0.004
1986-07-22,,NS-06,S,1,0.003
1986-08-05,,NS-06,B,30,0.004
1986-08-05,,NS-06,M,15,0.005
1986-08-05,,NS-06,S,1,0.004
1986-08-12,,NS-06,B,28,0.01
1986-08-12,,NS-06,M,14,0.008
1986-08-12,,NS-06,S,1,0.006
1986-09-24,,NS-06,B,30,0.006
1986-09-24,,NS-06,M,15,0.014
1986-09-24,,NS-06,S,1,0.004
