
Collection Date,Collection Time,Site,Sample Depth,Depth,Total Phosphorus
1979-05-11,,SS-01,B,7,0.14
1979-05-11,,SS-01,M,4,0.28
1979-05-11,,SS-01,S,1,0.23
1979-05-15,,SS-01,B,7,0.25
1979-05-15,,SS-01,M,4,0.04
1979-05-15,,SS-01,S,1,0.03
1979-05-22,,SS-01,B,7,0.16
1979-05-22,,SS-01,M,4,0.13
1979-05-22,,SS-01,S,1,0.13
1979-05-29,,SS-01,B,7,0.05
1979-05-29,,SS-01,M,4,0.01
1979-05-29,,SS-01,S,1,0.04
1979-06-05,,SS-01,B,7.9,0.02
1979-06-05,,SS-01,M,4,0.01
1979-06-05,,SS-01,S,1,0.03
1979-06-13,,SS-01,B,6.4,0.01
1979-06-13,,SS-01,M,3.7,0.01
1979-06-13,,SS-01,S,1,0.01
1979-06-22,,SS-01,B,8.2,0.04
1979-06-22,,SS-01,M,4.3,0.09
1979-06-22,,SS-01,S,1,0.09
1979-06-27,,SS-01,B,1,0.05
1979-06-27,,SS-01,M,1,0.08
1979-06-27,,SS-01,S,1,0.09
1979-07-02,,SS-01,B,1,0.1
1979-07-02,,SS-01,M,1,0.01
1979-07-02,,SS-01,S,1,0.01
1979-07-10,,SS-01,B,7.6,0.01
1979-07-10,,SS-01,M,4.3,0.01
1979-07-10,,SS-01,S,1,0.02
1979-07-18,,SS-01,B,7,0.09
1979-07-18,,SS-01,M,3.7,0.01
1979-07-18,,SS-01,S,1,0.01
1979-07-24,,SS-01,B,7.6,0.21
1979-07-24,,SS-01,M,4.3,0.17
1979-07-24,,SS-01,S,1,0.21
1979-08-02,,SS-01,B,7.9,0.13
1979-08-02,,SS-01,M,4.3,0.02
1979-08-02,,SS-01,S,1,0.02
1979-08-14,,SS-01,B,8.5,0.2
1979-08-14,,SS-01,M,4.6,0.11
1979-08-14,,SS-01,S,1,0.04
1979-08-21,,SS-01,B,7.9,0.09
1979-08-21,,SS-01,M,5.8,0.01
1979-08-21,,SS-01,S,1,0.01
1979-08-28,,SS-01,B,7.9,0.07
1979-08-28,,SS-01,M,4.3,0.02
1979-08-28,,SS-01,S,1,0.02
1979-09-12,,SS-01,B,8.2,0.08
1979-09-12,,SS-01,M,4.6,0.12
1979-09-12,,SS-01,S,1,0.2
1979-09-18,,SS-01,B,7.9,0.09
1979-09-18,,SS-01,M,4.3,0.14
1979-09-18,,SS-01,S,1,0.15
1979-10-05,,SS-01,B,7.6,0.15
1979-10-05,,SS-01,M,4.3,0.17
1979-10-05,,SS-01,S,1,0.18
1979-10-09,,SS-01,B,8.5,0.03
1979-10-09,,SS-01,M,4.6,0.04
1979-10-09,,SS-01,S,1,0.04
1979-11-20,,SS-01,B,7.3,0.05
1979-11-20,,SS-01,M,4,0.06
1979-11-20,,SS-01,S,1,0.08
1979-11-27,,SS-01,B,8.5,0.08
1979-11-27,,SS-01,M,4.6,0.08
1979-11-27,,SS-01,S,1,0.09
1979-12-04,,SS-01,B,7.9,0.06
1979-12-04,,SS-01,M,4.3,0.05
1979-12-04,,SS-01,S,1,0.04
1979-12-13,,SS-01,B,7.3,0.08
1979-12-13,,SS-01,M,4,0.07
1979-12-13,,SS-01,S,1,0.07
1979-12-18,,SS-01,B,7.3,0.03
1979-12-18,,SS-01,M,4,0.02
1979-12-18,,SS-01,S,1,0.02
1980-04-22,,SS-01,B,7.3,0.05
1980-04-22,,SS-01,M,4,0.08
1980-04-22,,SS-01,S,1,0.08
1980-05-06,,SS-01,B,7.3,0.04
1980-05-06,,SS-01,M,4,0.1
1980-05-06,,SS-01,S,1,0.03
1980-05-14,,SS-01,B,6.7,0.06
1980-05-14,,SS-01,M,3.7,0.03
1980-05-14,,SS-01,S,1,0.034
1980-05-21,,SS-01,B,7.3,0.018
1980-05-21,,SS-01,M,4,0.02
1980-05-21,,SS-01,S,1,0.02
1980-06-03,,SS-01,B,7.3,0.01
1980-06-03,,SS-01,M,4,0.016
1980-06-03,,SS-01,S,1,0.013
1980-06-11,,SS-01,B,7.3,0.052
1980-06-11,,SS-01,M,4,0.07
1980-06-11,,SS-01,S,1,0.052
1980-06-17,,SS-01,B,7.3,0.087
1980-06-17,,SS-01,M,4,0.12
1980-06-17,,SS-01,S,1,0.14
1980-06-24,,SS-01,B,7.3,0.012
1980-06-24,,SS-01,M,4,0.021
1980-06-24,,SS-01,S,1,0.008
1980-07-01,,SS-01,B,7.3,0.016
1980-07-01,,SS-01,M,4,0.013
1980-07-01,,SS-01,S,1,0.016
1980-07-15,,SS-01,B,7.3,0.018
1980-07-15,,SS-01,M,4,0.06
1980-07-15,,SS-01,S,1,0.158
1980-07-22,,SS-01,B,7.3,0.025
1980-07-22,,SS-01,M,4,0.051
1980-07-22,,SS-01,S,1,0.037
1980-07-29,,SS-01,B,7.3,0.204
1980-07-29,,SS-01,M,4,0.049
1980-07-29,,SS-01,S,1,0.012
1980-08-26,,SS-01,B,7.3,0.082
1980-08-26,,SS-01,M,4,0.34
1980-08-26,,SS-01,S,1,0.55
1980-09-09,,SS-01,B,7.3,0.016
1980-09-09,,SS-01,M,4,0.054
1980-09-09,,SS-01,S,1,0.36
1980-09-23,,SS-01,B,7.3,0.065
1980-09-23,,SS-01,M,4,0.031
1980-09-23,,SS-01,S,1,0.119
1980-10-07,,SS-01,B,7.3,0.064
1980-10-07,,SS-01,M,4,0.028
1980-10-07,,SS-01,S,1,0.067
1980-11-04,,SS-01,B,6.7,0.138
1980-11-04,,SS-01,M,3.7,0.136
1980-11-04,,SS-01,S,1,0.122
1980-11-19,,SS-01,B,6.1,0.055
1980-11-19,,SS-01,M,3.4,0.172
1980-11-19,,SS-01,S,1,0.156
1981-04-15,,SS-01,B,6.7,0.087
1981-04-15,,SS-01,M,3.7,0.071
1981-04-15,,SS-01,S,1,0.07
1981-05-13,,SS-01,B,7.3,0.061
1981-05-13,,SS-01,M,4,0.035
1981-05-13,,SS-01,S,1,0.032
1981-06-02,,SS-01,B,6.7,0.043
1981-06-02,,SS-01,M,3.7,0.06
1981-06-02,,SS-01,S,1,0.022
1981-06-16,,SS-01,B,7.3,0.052
1981-06-16,,SS-01,M,4,0.077
1981-06-16,,SS-01,S,1,0.093
1981-07-16,,SS-01,B,6.7,0.014
1981-07-16,,SS-01,M,3.7,0.015
