
Collection Date,Collection Time,Site,Sample Depth,Depth,Total Phosphorus
1982-10-25,,OH-15,B,3,0.041
1982-10-25,,OH-15,M,2,0.037
1982-10-25,,OH-15,S,1,0.036
1982-11-01,,OH-15,B,3.5,0.045
1982-11-01,,OH-15,M,2,0.037
1982-11-01,,OH-15,S,1,0.035
1982-11-08,,OH-15,B,3,0.024
1982-11-08,,OH-15,M,1.5,0.024
1982-11-08,,OH-15,S,1,0.004
1982-11-10,,OH-15,B,-999.9,-9.999
1982-11-10,,OH-15,M,-999.9,-9.999
1982-11-10,,OH-15,S,-999.9,-9.999
1982-11-16,,OH-15,B,3,0.07
1982-11-16,,OH-15,M,2,0.074
1982-11-16,,OH-15,S,1,0.068
1982-11-22,,OH-15,B,3,0.074
1982-11-22,,OH-15,M,2,0.06
1982-11-22,,OH-15,S,1,0.059
1982-11-29,,OH-15,B,3,0.308
1982-11-29,,OH-15,M,2,0.056
1982-11-29,,OH-15,S,1,0.058
1982-12-06,,OH-15,B,3,0.095
1982-12-06,,OH-15,M,2,0.078
1982-12-06,,OH-15,S,1,0.07
1982-12-14,,OH-15,B,3,0.085
1982-12-14,,OH-15,M,2,0.098
1982-12-14,,OH-15,S,1,0.091
1983-03-24,,OH-15,B,3,0.06
1983-03-24,,OH-15,M,2,0.059
1983-03-24,,OH-15,S,1,0.067
1983-03-29,,OH-15,B,3,0.055
1983-03-29,,OH-15,M,2,0.052
1983-03-29,,OH-15,S,1,0.052
1983-04-11,,OH-15,B,3,0.07
1983-04-11,,OH-15,M,2,0.066
1983-04-11,,OH-15,S,1,0.061
1983-04-20,,OH-15,B,3,0.041
1983-04-20,,OH-15,M,2,0.043
1983-04-20,,OH-15,S,1,0.038
1983-04-25,,OH-15,B,3,0.038
1983-04-25,,OH-15,M,2,0.042
1983-04-25,,OH-15,S,1,0.034
1983-05-02,,OH-15,B,3,-9.999
1983-05-02,,OH-15,M,2,0.043
1983-05-02,,OH-15,S,1,0.042
1983-05-09,,OH-15,B,3,0.047
1983-05-09,,OH-15,M,2,0.047
1983-05-09,,OH-15,S,1,0.045
1983-05-16,,OH-15,B,3,0.038
1983-05-16,,OH-15,M,2,0.035
1983-05-16,,OH-15,S,1,0.036
1983-05-23,,OH-15,B,3,0.033
1983-05-23,,OH-15,M,2,0.04
1983-05-23,,OH-15,S,1,0.037
1983-05-31,,OH-15,B,3,0.051
1983-05-31,,OH-15,M,2,0.05
1983-05-31,,OH-15,S,1,0.052
1983-06-06,,OH-15,B,3,0.036
1983-06-06,,OH-15,M,2,0.042
1983-06-06,,OH-15,S,1,0.045
1983-06-13,,OH-15,B,3,0.034
1983-06-13,,OH-15,M,2,0.035
1983-06-13,,OH-15,S,1,0.032
1983-06-20,,OH-15,B,3,0.02
1983-06-20,,OH-15,M,2,0.017
1983-06-20,,OH-15,S,1,0.017
1983-06-27,,OH-15,B,3,0.029
1983-06-27,,OH-15,M,2,0.032
1983-06-27,,OH-15,S,1,0.033
1983-07-06,,OH-15,B,3,0.016
1983-07-06,,OH-15,M,2,0.013
1983-07-06,,OH-15,S,1,0.015
1983-07-11,,OH-15,B,3,0.055
1983-07-11,,OH-15,M,2,0.053
1983-07-11,,OH-15,S,1,0.051
1983-07-18,,OH-15,B,3,0.029
1983-07-18,,OH-15,M,2,0.028
1983-07-18,,OH-15,S,1,0.02
1983-07-25,,OH-15,B,3,0.018
1983-07-25,,OH-15,M,2,0.018
1983-07-25,,OH-15,S,1,0.018
1983-08-01,,OH-15,B,3,0.019
1983-08-01,,OH-15,M,2,0.022
1983-08-01,,OH-15,S,1,0.022
1983-08-08,,OH-15,B,3,0.02
1983-08-08,,OH-15,M,2,0.028
1983-08-08,,OH-15,S,1,0.018
1983-08-24,,OH-15,B,3,0.061
1983-08-24,,OH-15,M,2,0.06
1983-08-24,,OH-15,S,1,0.052
1983-08-29,,OH-15,B,3,0.032
1983-08-29,,OH-15,M,2,0.032
1983-08-29,,OH-15,S,1,0.04
1983-09-06,,OH-15,B,3,0.038
1983-09-06,,OH-15,M,2,0.039
1983-09-06,,OH-15,S,1,0.039
1983-09-19,,OH-15,B,3,-9.999
1983-09-19,,OH-15,M,2,-9.999
1983-09-19,,OH-15,S,1,-9.999
1983-09-26,,OH-15,B,3,0.024
1983-09-26,,OH-15,M,2,0.025
1983-09-26,,OH-15,S,1,0.024
1983-10-03,,OH-15,B,3,0.042
1983-10-03,,OH-15,M,2,0.041
1983-10-03,,OH-15,S,1,0.041
1983-10-10,,OH-15,B,3,0.031
1983-10-10,,OH-15,M,2,0.03
1983-10-10,,OH-15,S,1,0.031
1983-10-25,,OH-15,B,3,0.034
1983-10-25,,OH-15,M,2,0.034
1983-10-25,,OH-15,S,1,0.035
1983-10-31,,OH-15,B,3,0.041
1983-10-31,,OH-15,M,2,0.036
1983-10-31,,OH-15,S,1,0.038
1983-11-07,,OH-15,B,3,0.042
1983-11-07,,OH-15,M,2,0.032
1983-11-07,,OH-15,S,1,0.031
1983-11-14,,OH-15,B,3,0.075
1983-11-14,,OH-15,M,2,0.077
1983-11-14,,OH-15,S,1,0.074
1983-11-21,,OH-15,B,3,0.051
1983-11-21,,OH-15,M,2,0.045
1983-11-21,,OH-15,S,1,0.043
1983-11-30,,OH-15,B,3,0.063
1983-11-30,,OH-15,M,2,0.054
1983-11-30,,OH-15,S,1,0.056
1983-12-05,,OH-15,B,3,0.052
1983-12-05,,OH-15,M,2,0.054
1983-12-05,,OH-15,S,1,0.05
