
Collection Date,Collection Time,Site,Sample Depth,Depth,Total Phosphorus
1980-08-18,,NS-07,B,19.2,0.01
1980-08-18,,NS-07,M,9.8,0.009
1980-08-18,,NS-07,S,1,0.019
1980-09-03,,NS-07,B,20.7,0.008
1980-09-03,,NS-07,M,10.7,0.007
1980-09-03,,NS-07,S,1,0.012
1980-09-24,,NS-07,B,17.7,0.012
1980-09-24,,NS-07,M,9.1,0.012
1980-09-24,,NS-07,S,1,0.01
1980-09-30,,NS-07,B,19.2,0.01
1980-09-30,,NS-07,M,9.8,0.01
1980-09-30,,NS-07,S,1,0.019
1980-10-20,,NS-07,B,17.7,0.018
1980-10-20,,NS-07,M,9.1,0.01
1980-10-20,,NS-07,S,1,0.012
1980-10-27,,NS-07,B,19.2,0.016
1980-10-27,,NS-07,M,9.8,0.012
1980-10-27,,NS-07,S,1,0.01
1980-11-13,,NS-07,B,19.2,0.008
1980-11-13,,NS-07,M,9.8,0.01
1980-11-13,,NS-07,S,1,0.011
1980-11-25,,NS-07,S,1,0.01
1981-04-29,,NS-07,B,17.4,0.002
1981-04-29,,NS-07,M,9.1,0.002
1981-04-29,,NS-07,S,1,0.002
1981-05-20,,NS-07,B,17.7,0.004
1981-05-20,,NS-07,M,9.1,0.003
1981-05-20,,NS-07,S,1,0.003
1981-06-10,,NS-07,B,7.3,0.006
1981-06-10,,NS-07,M,3.7,0.002
1981-06-10,,NS-07,S,1,0.005
1981-07-06,,NS-07,B,19.2,0.003
1981-07-06,,NS-07,M,9.8,0.002
1981-07-06,,NS-07,S,1,0.002
1981-07-29,,NS-07,B,19.2,0.01
1981-07-29,,NS-07,M,9.8,0.003
1981-07-29,,NS-07,S,1,0.007
1981-08-10,,NS-07,B,18.9,0.003
1981-08-10,,NS-07,M,9.8,0.004
1981-08-10,,NS-07,S,1,0.003
1981-10-05,,NS-07,B,17.7,0.013
1981-10-05,,NS-07,M,9.1,0.011
1981-10-05,,NS-07,S,1,0.01
1981-10-16,,NS-07,B,19.2,0.007
1981-10-16,,NS-07,M,9.8,0.007
1981-10-16,,NS-07,S,1,0.008
1981-11-03,,NS-07,B,19.2,0.007
1981-11-03,,NS-07,M,9.8,0.002
1981-11-03,,NS-07,S,1,0.002
1982-05-05,,NS-07,B,18,0.011
1982-05-05,,NS-07,M,9,0.009
1982-05-05,,NS-07,S,1,0.017
1982-06-09,,NS-07,B,19,0.006
1982-06-09,,NS-07,M,7,0.005
1982-06-09,,NS-07,S,1,0.007
1982-06-30,,NS-07,B,18,0.031
1982-06-30,,NS-07,M,9,0.003
1982-06-30,,NS-07,S,1,0.004
1982-07-29,,NS-07,B,19,0.006
1982-07-29,,NS-07,M,10,0.006
1982-07-29,,NS-07,S,1,0.005
1983-09-07,,NS-07,B,18,0.012
1983-09-07,,NS-07,M,10,0.011
1983-09-07,,NS-07,S,1,0.012
1984-07-30,,NS-07,B,18,0.012
1984-07-30,,NS-07,M,9,0.011
1984-07-30,,NS-07,S,1,0.013
1984-10-29,,NS-07,B,13,0.01
1984-10-29,,NS-07,M,7,0.025
1984-10-29,,NS-07,S,1,0.01
1985-05-21,,NS-07,B,15,0.015
1985-05-21,,NS-07,M,8,0.027
1985-05-21,,NS-07,S,1,0.013
1985-07-09,,NS-07,B,16,0.034
1985-07-09,,NS-07,M,8,0.006
1985-07-09,,NS-07,S,1,0.014
1985-08-06,,NS-07,B,16,0.014
1985-08-06,,NS-07,M,8,0.02
1985-08-06,,NS-07,S,1,0.032
1985-08-27,,NS-07,B,16,0.005
1985-08-27,,NS-07,M,8,0.006
1985-08-27,,NS-07,S,1,0.009
1985-10-15,,NS-07,B,19,0.01
1985-10-15,,NS-07,M,10,0.009
1985-10-15,,NS-07,S,1,0.008
1986-05-12,,NS-07,B,16,0.004
1986-05-12,,NS-07,M,8,0.005
1986-05-12,,NS-07,S,1,0.005
1986-05-29,,NS-07,B,19,0.004
1986-05-29,,NS-07,M,10,0.004
1986-05-29,,NS-07,S,1,0.004
1986-06-18,,NS-07,B,16,0.011
1986-06-18,,NS-07,M,8,0.012
1986-06-18,,NS-07,S,1,0.013
1986-06-23,,NS-07,B,17,0.022
1986-06-23,,NS-07,M,9,0.017
1986-06-23,,NS-07,S,1,0.05
1986-07-22,,NS-07,B,15,0.004
1986-07-22,,NS-07,M,8,0.004
1986-07-22,,NS-07,S,1,0.003
1986-08-05,,NS-07,B,16,0.005
1986-08-05,,NS-07,M,8,0.006
1986-08-05,,NS-07,S,1,0.004
