
Collection Date,Collection Time,Site,Sample Depth,Depth,Total Phosphorus
1979-04-18,,OH-03,B,9.8,0.12
1979-04-18,,OH-03,M,5.2,0.13
1979-04-18,,OH-03,S,1,0.18
1979-04-25,,OH-03,B,10.7,0.18
1979-04-25,,OH-03,M,5.2,0.39
1979-04-25,,OH-03,S,1,0.23
1979-05-01,,OH-03,B,10.7,0.13
1979-05-01,,OH-03,M,5.2,0.13
1979-05-01,,OH-03,S,1,0.13
1979-05-10,,OH-03,B,9.8,0.08
1979-05-10,,OH-03,M,5.2,0.12
1979-05-10,,OH-03,S,1,0.12
1979-05-15,,OH-03,B,9.8,0.08
1979-05-15,,OH-03,M,5.2,0.12
1979-05-15,,OH-03,S,1,0.08
1979-05-22,,OH-03,B,10.4,0.18
1979-05-22,,OH-03,M,5.5,0.07
1979-05-22,,OH-03,S,1,0.1
1979-05-29,,OH-03,B,9.8,0.08
1979-05-29,,OH-03,M,5.2,0.09
1979-05-29,,OH-03,S,1,0.08
1979-06-05,,OH-03,B,9.8,0.07
1979-06-05,,OH-03,M,5.2,0.07
1979-06-05,,OH-03,S,1,0.07
1979-06-12,,OH-03,B,10.4,0.05
1979-06-12,,OH-03,M,5.5,0.11
1979-06-12,,OH-03,S,1,0.1
1979-06-21,,OH-03,B,10.4,0.06
1979-06-21,,OH-03,M,5.5,0.07
1979-06-21,,OH-03,S,1,0.08
1979-06-26,,OH-03,B,9.8,0.05
1979-06-26,,OH-03,M,5.2,0.07
1979-06-26,,OH-03,S,1,0.08
1979-07-02,,OH-03,B,9.4,0.09
1979-07-02,,OH-03,M,5.2,0.06
1979-07-02,,OH-03,S,1,0.09
1979-07-10,,OH-03,B,9.8,0.03
1979-07-10,,OH-03,M,5.2,0.05
1979-07-10,,OH-03,S,1,0.06
1979-07-18,,OH-03,B,9.1,0.12
1979-07-18,,OH-03,M,5.2,0.07
1979-07-18,,OH-03,S,1,0.07
1979-07-24,,OH-03,B,9.1,0.04
1979-07-24,,OH-03,M,4.9,0.04
1979-07-24,,OH-03,S,1,0.09
1979-08-02,,OH-03,B,7.9,0.05
1979-08-02,,OH-03,M,4.3,0.05
1979-08-02,,OH-03,S,1,0.03
1979-08-07,,OH-03,B,9.8,0.06
1979-08-07,,OH-03,M,4.9,0.04
1979-08-07,,OH-03,S,1,0.08
1979-08-14,,OH-03,B,9.8,0.04
1979-08-14,,OH-03,M,4.9,0.07
1979-08-14,,OH-03,S,1,0.07
1979-08-21,,OH-03,B,7.3,0.07
1979-08-21,,OH-03,M,4,0.08
1979-08-21,,OH-03,S,1,0.14
1979-08-28,,OH-03,B,7.6,0.05
1979-08-28,,OH-03,M,4.3,0.07
1979-08-28,,OH-03,S,1,0.1
1979-09-12,,OH-03,B,9.8,0.12
1979-09-12,,OH-03,M,5.2,0.04
1979-09-12,,OH-03,S,1,0.06
1979-09-18,,OH-03,B,9.1,0.03
1979-09-18,,OH-03,M,4.9,0.07
1979-09-18,,OH-03,S,1,0.06
1979-10-05,,OH-03,B,9.8,0.05
1979-10-05,,OH-03,M,5.2,0.04
1979-10-05,,OH-03,S,1,0.04
1979-10-09,,OH-03,B,9.8,0.06
1979-10-09,,OH-03,M,5.2,0.06
1979-10-09,,OH-03,S,1,0.05
1979-11-20,,OH-03,B,9.8,0.45
1979-11-20,,OH-03,M,5.2,0.03
1979-11-20,,OH-03,S,1,0.02
1979-11-27,,OH-03,B,9.1,0.08
1979-11-27,,OH-03,M,4.9,0.07
1979-11-27,,OH-03,S,1,0.09
1979-12-04,,OH-03,B,9.1,-9.999
1979-12-04,,OH-03,M,4.9,-9.999
1979-12-04,,OH-03,S,1,-9.999
1979-12-11,,OH-03,B,9.1,-9.999
1979-12-11,,OH-03,M,4.9,-9.999
1979-12-11,,OH-03,S,1,-9.999
1979-12-18,,OH-03,B,9.1,-9.999
1979-12-18,,OH-03,M,4.9,-9.999
1979-12-18,,OH-03,S,1,-9.999
1980-01-16,,OH-03,B,9.8,0.07
1980-01-16,,OH-03,M,5.2,0.06
1980-01-16,,OH-03,S,1,0.05
1980-01-22,,OH-03,B,9.1,0.78
1980-01-22,,OH-03,M,4.9,0.07
1980-01-22,,OH-03,S,1,0.14
1980-01-30,,OH-03,B,8.5,-9.999
1980-01-30,,OH-03,M,4.6,-9.999
1980-01-30,,OH-03,S,1,-9.999
1980-04-01,,OH-03,B,9.1,0.03
1980-04-01,,OH-03,M,4.6,0.03
1980-04-01,,OH-03,S,1,0.03
1980-04-10,,OH-03,B,9.1,0.23
1980-04-10,,OH-03,M,4.9,0.23
1980-04-10,,OH-03,S,1,0.24
1980-04-16,,OH-03,B,9.1,0.11
1980-04-16,,OH-03,M,4.6,0.08
1980-04-16,,OH-03,S,1,0.07
1980-04-23,,OH-03,B,10.4,0.07
1980-04-23,,OH-03,M,5.2,0.06
1980-04-23,,OH-03,S,1,0.05
1980-04-30,,OH-03,B,9.1,0.03
1980-04-30,,OH-03,M,4.9,0.03
1980-04-30,,OH-03,S,1,0.03
1980-05-05,,OH-03,B,8.5,0.02
1980-05-05,,OH-03,M,4.6,0.06
1980-05-05,,OH-03,S,1,0.1
1980-05-12,,OH-03,B,8.5,0.046
1980-05-12,,OH-03,M,4.6,0.046
1980-05-12,,OH-03,S,1,0.056
1980-05-20,,OH-03,B,9.1,0.033
1980-05-20,,OH-03,M,4.9,0.056
1980-05-20,,OH-03,S,1,0.069
1980-05-27,,OH-03,B,9.1,0.034
1980-05-27,,OH-03,M,4.6,0.042
1980-05-27,,OH-03,S,1,0.119
1980-06-02,,OH-03,B,8.5,0.041
1980-06-02,,OH-03,M,4.6,0.039
1980-06-02,,OH-03,S,1,0.061
1980-06-10,,OH-03,B,8.5,0.072
1980-06-10,,OH-03,M,4.6,0.063
1980-06-10,,OH-03,S,1,0.133
1980-06-18,,OH-03,B,8.5,0.028
1980-06-18,,OH-03,M,4.6,0.045
1980-06-18,,OH-03,S,1,0.04
