
Collection Date,Collection Time,Site,Sample Depth,Depth,Total Phosphorus
1998-04-20,12:48:00,NS-28,S,1,0.047
1998-04-20,12:49:00,NS-28,M,5,0.052
1998-04-20,12:50:00,NS-28,B,9,0.052
1998-05-27,11:14:00,NS-28,S,1,0
1998-05-27,11:15:00,NS-28,M,5,0.052
1998-05-27,11:16:00,NS-28,B,9,0.043
1998-06-23,11:47:00,NS-28,M,5,0.032
1998-06-23,11:47:00,NS-28,S,1,0.056
1998-06-23,11:49:00,NS-28,B,9,0.043
1998-09-17,11:29:00,NS-28,S,1,0.06
1998-09-17,11:31:00,NS-28,M,4.5,0.056
1998-09-17,11:32:00,NS-28,B,9.1,0.1
1999-05-19,12:28:00,NS-28,S,1,0.138
1999-05-19,12:29:00,NS-28,M,4.5,0.156
1999-05-19,12:30:00,NS-28,B,8,0.0611
1999-06-09,11:27:00,NS-28,S,1,0.0817
1999-06-09,11:28:00,NS-28,M,4.4,0.045
1999-06-09,11:30:00,NS-28,B,8.1,0.0303
1999-07-12,11:47:00,NS-28,S,1,0.0107
1999-07-12,11:48:00,NS-28,M,4.6,0.0746
1999-07-12,11:49:00,NS-28,B,8,0.034
2000-05-15,11:36:00,NS-28,S,1.1,0.098
2000-05-15,11:37:00,NS-28,M,4.5,0.087
2000-05-15,11:38:00,NS-28,B,8.1,0.047
2000-06-27,11:39:00,NS-28,S,1,0.07
2000-06-27,11:41:00,NS-28,B,8,0.047
2000-06-27,11:41:00,NS-28,M,4,0.055
2000-08-01,11:40:00,NS-28,M,4.1,0.075
2000-08-01,11:40:00,NS-28,S,1.1,0.1
2000-08-01,11:41:00,NS-28,B,7.2,0.079
2000-10-17,11:16:00,NS-28,S,1.2,0.08
2000-10-17,11:17:00,NS-28,B,7.8,0.059
2000-10-17,11:17:00,NS-28,M,4.5,0.07
2001-06-07,00:10:57,NS-28,M,4.2,0.06
2001-06-07,00:10:57,NS-28,S,1.1,0.08
2001-06-07,00:10:58,NS-28,B,7.5,0.05
2001-07-09,00:11:37,NS-28,S,1,0.03
2001-07-09,00:11:38,NS-28,M,4,0.05
2001-07-09,00:11:39,NS-28,B,7.1,0.03
2001-07-30,00:11:39,NS-28,S,1,0.07
2001-07-30,00:11:40,NS-28,M,4.3,0.04
2001-07-30,00:11:41,NS-28,B,7.6,0.05
2001-08-29,00:11:26,NS-28,S,1.1,0.11
2001-08-29,00:11:27,NS-28,M,4.6,0.09
2001-08-29,00:11:28,NS-28,B,7.9,0.05
2001-10-22,00:11:09,NS-28,S,1,0.07
2001-10-22,00:11:10,NS-28,M,4.5,0.08
2001-10-22,00:11:11,NS-28,B,7.8,0.07
2002-05-28,11:17:00,NS-28,,4.5,0.058
2002-05-28,11:17:00,NS-28,S,1,0.06
2002-05-28,11:20:00,NS-28,B,8,0.059
2002-06-24,07:19:00,NS-28,S,1.1,0.091
2002-06-24,07:20:00,NS-28,,4.6,0.055
2002-06-24,07:22:00,NS-28,B,8.5,0
2002-07-15,03:07:00,NS-28,S,1.1,0.067
