
Collection Date,Collection Time,Site,Sample Depth,Depth,Total Phosphorus
1979-05-11,,SS-03,B,7,0.03
1979-05-11,,SS-03,M,4,0.07
1979-05-11,,SS-03,S,1,0.04
1979-05-15,,SS-03,B,7,0.01
1979-05-15,,SS-03,M,4,0.02
1979-05-15,,SS-03,S,1,0.01
1979-05-22,,SS-03,B,7,0.13
1979-05-22,,SS-03,M,4,0.13
1979-05-22,,SS-03,S,1,0.13
1979-05-29,,SS-03,B,8.2,0.01
1979-05-29,,SS-03,M,4,0.01
1979-05-29,,SS-03,S,1,0.01
1979-06-05,,SS-03,B,7.9,0.01
1979-06-05,,SS-03,M,4,0.01
1979-06-05,,SS-03,S,1,0.01
1979-06-13,,SS-03,B,7.3,0.01
1979-06-13,,SS-03,M,3.7,0.01
1979-06-13,,SS-03,S,1,0.01
1979-06-22,,SS-03,B,8.5,0.02
1979-06-22,,SS-03,M,4.3,0.02
1979-06-22,,SS-03,S,1,0.01
1979-06-27,,SS-03,B,1,0.01
1979-06-27,,SS-03,M,1,0.01
1979-06-27,,SS-03,S,1,0.01
1979-07-02,,SS-03,B,1,0.01
1979-07-02,,SS-03,M,1,0.01
1979-07-02,,SS-03,S,1,0.01
1979-07-10,,SS-03,B,8.5,0.01
1979-07-10,,SS-03,M,4.6,0.01
1979-07-10,,SS-03,S,1,0.01
1979-07-18,,SS-03,B,8.5,0.04
1979-07-18,,SS-03,M,4.6,0.01
1979-07-18,,SS-03,S,1,0.01
1979-07-24,,SS-03,B,7.9,0.01
1979-07-24,,SS-03,M,4.3,0.01
1979-07-24,,SS-03,S,1,0.01
1979-08-02,,SS-03,B,7.9,0.02
1979-08-02,,SS-03,M,4.3,0.01
1979-08-02,,SS-03,S,1,0.01
1979-08-14,,SS-03,B,9.1,0.03
1979-08-14,,SS-03,M,4.9,0.04
1979-08-14,,SS-03,S,1,0.04
1979-08-21,,SS-03,B,8.5,0.02
1979-08-21,,SS-03,M,4.6,0.01
1979-08-21,,SS-03,S,1,0.01
1979-08-28,,SS-03,B,8.5,0.04
1979-08-28,,SS-03,M,4.6,0.01
1979-08-28,,SS-03,S,1,0.01
1979-09-12,,SS-03,B,9.1,0.02
1979-09-12,,SS-03,M,4.9,0.01
1979-09-12,,SS-03,S,1,0.01
1979-09-18,,SS-03,B,9.1,0.04
1979-09-18,,SS-03,M,4.9,0.05
1979-09-18,,SS-03,S,1,0.04
1979-10-05,,SS-03,B,9.1,0.01
1979-10-05,,SS-03,M,4.6,0.01
1979-10-05,,SS-03,S,1,0.02
1979-10-09,,SS-03,B,8.5,0.01
1979-10-09,,SS-03,M,4.6,0.02
1979-10-09,,SS-03,S,1,0.01
1979-11-20,,SS-03,B,8.5,0.01
1979-11-20,,SS-03,M,4.6,0.01
1979-11-20,,SS-03,S,1,0.01
1979-11-27,,SS-03,B,8.5,0.04
1979-11-27,,SS-03,M,4.6,0.04
1979-11-27,,SS-03,S,1,0.03
1979-12-04,,SS-03,B,8.5,0.02
1979-12-04,,SS-03,M,4.6,0.01
1979-12-04,,SS-03,S,1,0.01
1979-12-13,,SS-03,B,8.5,0.04
1979-12-13,,SS-03,M,4.6,0.03
1979-12-13,,SS-03,S,1,0.04
1979-12-18,,SS-03,B,8.5,0.02
1979-12-18,,SS-03,M,4.6,0.02
1979-12-18,,SS-03,S,1,0.02
1980-04-22,,SS-03,B,8.5,0.02
1980-04-22,,SS-03,M,4,0.02
1980-04-22,,SS-03,S,1,0.03
1980-05-06,,SS-03,B,7.9,0.02
1980-05-06,,SS-03,M,4.3,0.02
1980-05-06,,SS-03,S,1,0.02
1980-05-14,,SS-03,B,8.5,0.019
1980-05-14,,SS-03,M,4.6,0.013
1980-05-14,,SS-03,S,1,0.025
1980-05-21,,SS-03,B,7.9,0.017
1980-05-21,,SS-03,M,4.3,0.02
1980-05-21,,SS-03,S,1,0.02
1980-06-03,,SS-03,B,8.5,0.048
1980-06-03,,SS-03,M,4.6,0.01
1980-06-03,,SS-03,S,1,0.01
1980-06-11,,SS-03,B,7.9,0.014
1980-06-11,,SS-03,M,4.3,0.026
1980-06-11,,SS-03,S,1,0.052
1980-06-17,,SS-03,B,7.3,0.012
1980-06-17,,SS-03,M,4,0.012
1980-06-17,,SS-03,S,1,0.013
1980-06-24,,SS-03,B,7.9,0.012
1980-06-24,,SS-03,M,4.3,0.012
1980-06-24,,SS-03,S,1,0.007
1980-07-01,,SS-03,B,7.9,0.012
1980-07-01,,SS-03,M,4.3,0.01
1980-07-01,,SS-03,S,1,0.012
1980-07-15,,SS-03,B,7.9,0.014
1980-07-15,,SS-03,M,4.3,0.02
1980-07-15,,SS-03,S,1,0.01
1980-07-22,,SS-03,B,7.3,0.014
1980-07-22,,SS-03,M,4,0.007
1980-07-22,,SS-03,S,1,0.004
