
Collection Date,Collection Time,Site,Sample Depth,Depth,Total Phosphorus
1980-04-22,,SS-10,B,7.3,0.02
1980-04-22,,SS-10,M,4,0.03
1980-04-22,,SS-10,S,1,0.02
1980-05-06,,SS-10,B,7.3,0.04
1980-05-06,,SS-10,M,4,0.03
1980-05-06,,SS-10,S,1,0.03
1980-05-14,,SS-10,B,7.3,0.021
1980-05-14,,SS-10,M,4,0.021
1980-05-14,,SS-10,S,1,0.019
1980-05-21,,SS-10,B,7.3,0.027
1980-05-21,,SS-10,M,4,0.024
1980-05-21,,SS-10,S,1,0.019
1980-06-03,,SS-10,B,7,0.06
1980-06-03,,SS-10,M,3.7,0.046
1980-06-03,,SS-10,S,1,0.016
1980-06-11,,SS-10,B,7.3,0.029
1980-06-11,,SS-10,M,4,0.032
1980-06-11,,SS-10,S,1,0.04
1980-06-17,,SS-10,B,6.7,0.017
1980-06-17,,SS-10,M,3.7,0.018
1980-06-17,,SS-10,S,1,0.021
1980-06-24,,SS-10,B,6.7,0.052
1980-06-24,,SS-10,M,3.7,0.047
1980-06-24,,SS-10,S,1,0.018
1980-07-01,,SS-10,B,6.7,0.01
1980-07-01,,SS-10,M,3.7,0.014
1980-07-01,,SS-10,S,1,0.016
1980-07-15,,SS-10,B,6.7,0.012
1980-07-15,,SS-10,M,3.7,0.01
1980-07-15,,SS-10,S,1,0.007
1980-07-22,,SS-10,B,6.1,0.017
1980-07-22,,SS-10,M,3.4,0.01
1980-07-22,,SS-10,S,1,0.01
1980-07-29,,SS-10,B,6.1,0.015
1980-07-29,,SS-10,M,3.4,0.012
1980-07-29,,SS-10,S,1,0.009
1980-08-26,,SS-10,B,6.7,0.016
1980-08-26,,SS-10,M,3.7,0.016
1980-08-26,,SS-10,S,1,0.02
1980-09-09,,SS-10,B,6.7,0.015
1980-09-09,,SS-10,M,3.7,0.063
1980-09-09,,SS-10,S,1,0.062
1980-09-23,,SS-10,B,6.1,0.054
1980-09-23,,SS-10,M,3.4,0.044
1980-09-23,,SS-10,S,1,0.04
1980-10-07,,SS-10,B,6.7,0.026
1980-10-07,,SS-10,M,3.7,0.023
1980-10-07,,SS-10,S,1,0.02
1980-11-04,,SS-10,B,6.1,0.051
1980-11-04,,SS-10,M,3.4,0.052
1980-11-04,,SS-10,S,1,0.052
1980-11-19,,SS-10,B,5.5,0.014
1980-11-19,,SS-10,M,3,0.015
1980-11-19,,SS-10,S,1,0.014
1981-05-13,,SS-10,B,5.5,0.032
1981-05-13,,SS-10,M,3,0.03
1981-05-13,,SS-10,S,1,0.037
1981-06-02,,SS-10,B,4.9,0.017
1981-06-02,,SS-10,M,2.7,0.009
1981-06-02,,SS-10,S,1,0.011
1981-06-16,,SS-10,B,6,0.012
1981-06-16,,SS-10,M,3.3,0.009
1981-06-16,,SS-10,S,1,0.007
1981-07-16,,SS-10,B,5.5,0.01
1981-07-16,,SS-10,M,3,0.008
1981-07-16,,SS-10,S,1,0.012
1981-08-04,,SS-10,B,6,0.004
1981-08-04,,SS-10,M,3.3,0.004
1981-08-04,,SS-10,S,1,0.004
1981-08-26,,SS-10,B,5.5,0.01
1981-08-26,,SS-10,M,3,0.017
1981-08-26,,SS-10,S,1,0.015
1981-09-18,,SS-10,B,5.5,0.028
1981-09-18,,SS-10,M,3,0.018
1981-09-18,,SS-10,S,1,0.018
1981-10-08,,SS-10,B,5.5,0.049
1981-10-08,,SS-10,M,3,0.055
