
Collection Date,Collection Time,Site,Sample Depth,Depth,Total Phosphorus
1998-04-20,09:37:00,NS-11,S,1,0.05
1998-04-20,09:38:00,NS-11,M,5,0
1998-04-20,09:39:00,NS-11,B,9,0
1998-05-27,09:45:00,NS-11,S,1,0
1998-05-27,09:46:00,NS-11,M,4.5,0
1998-05-27,09:47:00,NS-11,B,8,0.029
1998-06-23,10:02:00,NS-11,S,1,0
1998-06-23,10:03:00,NS-11,M,4.5,0
1998-06-23,10:04:00,NS-11,B,8,0
1998-09-17,10:06:00,NS-11,M,4,0
1998-09-17,10:06:00,NS-11,S,1,0
1998-09-17,10:07:00,NS-11,B,7,0
1999-05-19,11:05:00,NS-11,S,1,0.0077
1999-05-19,11:06:00,NS-11,M,4.4,0.00856
1999-05-19,11:08:00,NS-11,B,8,0.0077
1999-06-09,09:57:00,NS-11,S,1,0.0042
1999-06-09,09:58:00,NS-11,M,4.4,0.00786
1999-06-09,09:59:00,NS-11,B,8,0.0103
1999-07-12,10:30:00,NS-11,S,1,0.0228
1999-07-12,10:31:00,NS-11,M,3.9,0.0359
1999-07-12,10:32:00,NS-11,B,7.1,0.0265
2000-05-15,09:49:00,NS-11,S,1,0.021
2000-05-15,09:50:00,NS-11,B,7,0
2000-05-15,09:50:00,NS-11,M,4,0
2000-06-27,09:54:00,NS-11,S,1,0
2000-06-27,09:55:00,NS-11,M,4,0
2000-06-27,09:56:00,NS-11,B,7.1,0
2000-08-01,09:53:00,NS-11,M,4,0
2000-08-01,09:53:00,NS-11,S,1,0
2000-08-01,09:54:00,NS-11,B,7,0
2000-10-17,09:44:00,NS-11,S,1,0
2000-10-17,09:45:00,NS-11,M,4.1,0.027
2000-10-17,09:46:00,NS-11,B,6.9,0
2001-06-07,00:09:32,NS-11,M,4,0.02
2001-06-07,00:09:32,NS-11,S,1.1,0.01
2001-06-07,00:09:33,NS-11,B,7.1,0.02
2001-07-09,00:09:58,NS-11,S,0.9,0.02
2001-07-09,00:09:59,NS-11,M,4.1,0.03
2001-07-09,00:10:00,NS-11,B,7.9,0.03
2001-07-30,00:09:59,NS-11,M,3.8,0.01
2001-07-30,00:09:59,NS-11,S,1.1,0
