
Collection Date,Collection Time,Site,Sample Depth,Depth,Total Phosphorus
1980-08-18,,NS-05,B,19.2,0.013
1980-08-18,,NS-05,M,10.1,0.011
1980-08-18,,NS-05,S,1,0.006
1980-09-03,,NS-05,B,20.7,0.002
1980-09-03,,NS-05,M,10.7,0.01
1980-09-03,,NS-05,S,1,0.006
1980-09-24,,NS-05,B,19.2,0.014
1980-09-24,,NS-05,M,10.1,0.008
1980-09-24,,NS-05,S,1,0.01
1980-09-30,,NS-05,B,20.7,0.01
1980-09-30,,NS-05,M,10.7,0.012
1980-09-30,,NS-05,S,1,0.014
1980-10-20,,NS-05,B,11.6,0.013
1980-10-20,,NS-05,M,9.1,0.015
1980-10-20,,NS-05,S,1,0.008
1980-10-27,,NS-05,B,17.7,0.007
1980-10-27,,NS-05,M,9.1,0.006
1980-10-27,,NS-05,S,1,0.008
1980-11-13,,NS-05,B,20.7,0.018
1980-11-13,,NS-05,M,10.7,0.011
1980-11-13,,NS-05,S,1,0.008
1980-11-25,,NS-05,S,1,0.008
1981-04-29,,NS-05,B,17.4,0.002
1981-04-29,,NS-05,M,9.1,0.002
1981-04-29,,NS-05,S,1,0.002
1981-05-20,,NS-05,B,18.3,0.005
1981-05-20,,NS-05,M,9.8,0.004
1981-05-20,,NS-05,S,1,0.004
1981-06-09,,NS-05,B,20.7,0.012
1981-06-09,,NS-05,M,10.7,0.006
1981-06-09,,NS-05,S,1,0.002
1981-06-10,,NS-05,B,20.7,0.033
1981-06-10,,NS-05,M,10.7,0.002
1981-06-10,,NS-05,S,1,0.002
1981-07-06,,NS-05,B,20.7,0.005
1981-07-06,,NS-05,M,10.7,0.038
1981-07-06,,NS-05,S,1,0.002
1981-07-23,,NS-05,B,20.7,0.004
1981-07-23,,NS-05,M,10.7,0.003
1981-07-23,,NS-05,S,1,0.003
1981-07-29,,NS-05,B,20.7,0.005
1981-07-29,,NS-05,M,10.7,0.002
1981-07-29,,NS-05,S,1,0.003
1981-08-10,,NS-05,B,20.7,0.017
1981-08-10,,NS-05,M,10.7,0.002
1981-08-10,,NS-05,S,1,0.003
1981-10-05,,NS-05,B,20.7,0.008
1981-10-05,,NS-05,M,10.7,0.009
1981-10-05,,NS-05,S,1,0.01
1981-10-16,,NS-05,B,20.7,0.006
1981-10-16,,NS-05,M,10.7,0.007
1981-10-16,,NS-05,S,1,0.008
1981-11-03,,NS-05,B,18,0.009
1981-11-03,,NS-05,M,9.1,0.003
1981-11-03,,NS-05,S,1,0.003
1982-05-05,,NS-05,B,20,0.007
1982-05-05,,NS-05,M,10,0.008
1982-05-05,,NS-05,S,1,0.009
1982-06-09,,NS-05,B,20,0.005
1982-06-09,,NS-05,M,10,0.01
1982-06-09,,NS-05,S,1,0.007
1982-06-30,,NS-05,B,19,0.007
1982-06-30,,NS-05,M,10,0.014
1982-06-30,,NS-05,S,1,0.006
1982-07-28,,NS-05,B,18,0.005
1982-07-28,,NS-05,M,9,0.005
1982-07-28,,NS-05,S,1,0.009
1982-07-29,,NS-05,B,20,0.009
1982-07-29,,NS-05,M,11,0.005
1982-07-29,,NS-05,S,1,0.011
1983-08-02,,NS-05,B,20,0.008
1983-08-02,,NS-05,M,10,0.012
1983-08-02,,NS-05,S,1,0.007
1983-09-07,,NS-05,B,19,0.013
1983-09-07,,NS-05,M,10,0.01
1983-09-07,,NS-05,S,1,0.013
1984-07-30,,NS-05,B,19,0.015
1984-07-30,,NS-05,M,10,0.012
1984-07-30,,NS-05,S,1,0.01
1984-10-29,,NS-05,B,19,0.023
1984-10-29,,NS-05,M,10,0.009
1984-10-29,,NS-05,S,1,0.028
1985-05-21,,NS-05,B,20,0.013
1985-05-21,,NS-05,M,10,0.014
1985-05-21,,NS-05,S,1,0.011
1985-07-09,,NS-05,B,19,0.009
1985-07-09,,NS-05,M,10,0.006
1985-07-09,,NS-05,S,1,0.004
1985-08-06,,NS-05,B,19,0.01
1985-08-06,,NS-05,M,10,0.016
1985-08-06,,NS-05,S,1,0.041
1985-08-27,,NS-05,B,19,0.021
1985-08-27,,NS-05,M,10,0.004
1985-08-27,,NS-05,S,1,0.004
1985-10-15,,NS-05,B,20,0.011
1985-10-15,,NS-05,M,11,0.008
1985-10-15,,NS-05,S,1,0.009
1986-05-12,,NS-05,B,20,0.005
1986-05-12,,NS-05,M,10,0.004
1986-05-12,,NS-05,S,1,0.004
1986-05-29,,NS-05,B,20,0.005
1986-05-29,,NS-05,M,10,0.006
1986-05-29,,NS-05,S,1,0.004
1986-06-18,,NS-05,B,19,0.011
1986-06-18,,NS-05,M,10,0.01
1986-06-18,,NS-05,S,1,0.012
1986-06-23,,NS-05,B,19,0.032
1986-06-23,,NS-05,M,10,0.02
1986-06-23,,NS-05,S,1,0.01
1986-07-22,,NS-05,B,20,0.005
1986-07-22,,NS-05,M,10,0.005
1986-07-22,,NS-05,S,1,0.003
1986-08-05,,NS-05,B,20,0.006
1986-08-05,,NS-05,M,10,0.006
1986-08-05,,NS-05,S,1,0.007
1986-08-12,,NS-05,B,18,0.01
1986-08-12,,NS-05,M,9,0.012
1986-08-12,,NS-05,S,1,0.006
1986-09-24,,NS-05,B,20,0.011
1986-09-24,,NS-05,M,10,0.008
1986-09-24,,NS-05,S,1,0.016
1986-10-21,,NS-05,B,20,0.009
1986-10-21,,NS-05,M,11,0.008
1986-10-21,,NS-05,S,1,0.008
1987-05-05,,NS-05,B,24,0.014
1987-05-05,,NS-05,M,12,0.013
1987-05-05,,NS-05,S,1,0.012
1987-06-15,,NS-05,B,20,0.024
1987-06-15,,NS-05,M,10,0.012
1987-06-15,,NS-05,S,1,0.015
1987-07-07,,NS-05,B,20,0.016
1987-07-07,,NS-05,M,10,0.014
1987-07-07,,NS-05,S,1,0.012
1987-07-21,,NS-05,B,20,0.015
1987-07-21,,NS-05,M,11,0.012
1987-07-21,,NS-05,S,1,0.012
1987-08-06,,NS-05,B,19,0.025
1987-08-06,,NS-05,M,10,0.015
1987-08-06,,NS-05,S,1,0.011
1987-08-18,,NS-05,B,25,0.009
1987-08-18,,NS-05,M,13,0.009
1987-08-18,,NS-05,S,1,0.008
1987-09-03,,NS-05,B,19,0.009
1987-09-03,,NS-05,M,10,0.008
1987-09-03,,NS-05,S,1,0.009
