
Collection Date,Collection Time,Site,Sample Depth,Depth,Total Phosphorus
1979-05-11,,SS-05,B,6.1,0.08
1979-05-11,,SS-05,M,3,0.05
1979-05-11,,SS-05,S,1,0.04
1979-05-15,,SS-05,B,7,0.03
1979-05-15,,SS-05,M,4,0.02
1979-05-15,,SS-05,S,1,0.04
1979-05-22,,SS-05,B,4.9,0.14
1979-05-22,,SS-05,M,3,0.15
1979-05-22,,SS-05,S,1,0.14
1979-05-29,,SS-05,B,4.9,0.01
1979-05-29,,SS-05,M,3,0.02
1979-05-29,,SS-05,S,1,0.01
1979-06-05,,SS-05,B,4.9,0.02
1979-06-05,,SS-05,M,2.7,0.02
1979-06-05,,SS-05,S,1,0.02
1979-06-13,,SS-05,B,4.6,0.01
1979-06-13,,SS-05,M,2.7,0.01
1979-06-13,,SS-05,S,1,0.01
1979-06-22,,SS-05,B,6.1,0.01
1979-06-22,,SS-05,M,3,0.02
1979-06-22,,SS-05,S,1,0.01
1979-06-27,,SS-05,B,1,0.01
1979-06-27,,SS-05,M,1,0.01
1979-06-27,,SS-05,S,1,0.01
1979-07-02,,SS-05,B,1,0.03
1979-07-02,,SS-05,M,1,0.02
1979-07-02,,SS-05,S,1,0.01
1979-07-10,,SS-05,B,5.8,0.01
1979-07-10,,SS-05,M,3,0.01
1979-07-10,,SS-05,S,1,0.01
1979-07-18,,SS-05,B,6.1,0.01
1979-07-18,,SS-05,M,3,0.01
1979-07-18,,SS-05,S,1,0.01
1979-07-24,,SS-05,B,5.8,0.02
1979-07-24,,SS-05,M,3,0.01
1979-07-24,,SS-05,S,1,0.01
1979-08-02,,SS-05,B,6.1,0.02
1979-08-02,,SS-05,M,3.4,0.01
1979-08-02,,SS-05,S,1,0.01
1979-08-14,,SS-05,B,3,0.04
1979-08-14,,SS-05,M,3.4,0.05
1979-08-14,,SS-05,S,1,0.03
1979-08-21,,SS-05,B,6.7,0.01
1979-08-21,,SS-05,M,3.7,0.01
1979-08-21,,SS-05,S,1,0.01
1979-08-28,,SS-05,B,6.7,0.07
1979-08-28,,SS-05,M,3.7,0.01
1979-08-28,,SS-05,S,1,0.01
1979-09-12,,SS-05,B,6.7,0.03
1979-09-12,,SS-05,M,3.7,0.02
1979-09-12,,SS-05,S,1,0.01
1979-09-18,,SS-05,B,6.7,0.05
1979-09-18,,SS-05,M,3.7,0.04
1979-09-18,,SS-05,S,1,0.03
1979-10-05,,SS-05,B,6.1,0.01
1979-10-05,,SS-05,M,3.4,0.01
1979-10-05,,SS-05,S,1,0.01
1979-10-09,,SS-05,B,7.3,0.01
1979-10-09,,SS-05,M,4,0.01
1979-10-09,,SS-05,S,1,0.01
1979-11-20,,SS-05,B,6.1,0.02
1979-11-20,,SS-05,M,3.4,0.02
1979-11-20,,SS-05,S,1,0.02
1979-11-27,,SS-05,B,6.1,0.04
1979-11-27,,SS-05,M,3,0.05
1979-11-27,,SS-05,S,1,0.04
1979-12-04,,SS-05,B,6.1,0.01
1979-12-04,,SS-05,M,3.4,0.01
1979-12-04,,SS-05,S,1,0.01
1979-12-13,,SS-05,B,6.1,0.02
1979-12-13,,SS-05,M,3.4,0.04
1979-12-13,,SS-05,S,1,0.04
1979-12-18,,SS-05,B,6.1,0.03
1979-12-18,,SS-05,M,3.4,0.03
1979-12-18,,SS-05,S,1,0.03
1980-04-22,,SS-05,B,5.5,0.03
1980-04-22,,SS-05,M,3,0.03
1980-04-22,,SS-05,S,1,0.04
1980-05-06,,SS-05,B,6.1,0.03
1980-05-06,,SS-05,M,3.4,0.02
1980-05-06,,SS-05,S,1,0.02
1980-05-14,,SS-05,B,5.5,0.055
1980-05-14,,SS-05,M,3,0.033
1980-05-14,,SS-05,S,1,0.03
1980-05-21,,SS-05,B,6.1,0.032
1980-05-21,,SS-05,M,3.4,0.018
1980-05-21,,SS-05,S,1,0.017
1980-06-03,,SS-05,B,5.5,0.019
1980-06-03,,SS-05,M,3,0.009
1980-06-03,,SS-05,S,1,0.018
1980-06-11,,SS-05,B,5.5,0.026
1980-06-11,,SS-05,M,3,0.038
1980-06-11,,SS-05,S,1,0.026
1980-06-17,,SS-05,B,6.1,0.012
1980-06-17,,SS-05,M,3.4,0.017
1980-06-17,,SS-05,S,1,0.014
1980-06-24,,SS-05,B,5.5,0.032
1980-06-24,,SS-05,M,3,0.014
1980-06-24,,SS-05,S,1,0.009
1980-07-01,,SS-05,B,5.5,0.022
1980-07-01,,SS-05,M,3,0.015
1980-07-01,,SS-05,S,1,0.029
1980-07-15,,SS-05,B,5.5,0.012
1980-07-15,,SS-05,M,3,0.01
1980-07-15,,SS-05,S,1,0.01
1980-07-22,,SS-05,B,5.5,0.032
1980-07-22,,SS-05,M,3,0.028
1980-07-22,,SS-05,S,1,0.026
1980-07-29,,SS-05,B,5.5,0.04
1980-07-29,,SS-05,M,3,0.019
1980-07-29,,SS-05,S,1,0.014
1980-08-26,,SS-05,B,5.5,0.04
1980-08-26,,SS-05,M,3,0.025
1980-08-26,,SS-05,S,1,0.017
1980-09-09,,SS-05,B,5.5,0.012
1980-09-09,,SS-05,M,3,0.012
1980-09-09,,SS-05,S,1,0.012
1980-09-23,,SS-05,B,5.5,0.028
1980-09-23,,SS-05,M,3,0.024
1980-09-23,,SS-05,S,1,0.033
1980-10-07,,SS-05,B,5.5,0.024
1980-10-07,,SS-05,M,3,0.026
1980-10-07,,SS-05,S,1,0.038
1980-11-04,,SS-05,B,4.9,0.114
1980-11-04,,SS-05,M,2.7,0.117
1980-11-04,,SS-05,S,1,0.115
1980-11-19,,SS-05,B,4.3,0.013
