
Collection Date,Collection Time,Site,Sample Depth,Depth,Total Phosphorus
1979-05-11,,SS-09,B,8.2,0.02
1979-05-11,,SS-09,M,4,0.04
1979-05-11,,SS-09,S,1,0.03
1979-05-15,,SS-09,B,1,0.01
1979-05-15,,SS-09,M,1,0.02
1979-05-15,,SS-09,S,1,0.02
1979-05-22,,SS-09,B,8.2,0.16
1979-05-22,,SS-09,M,4,0.14
1979-05-22,,SS-09,S,1,0.15
1979-05-29,,SS-09,B,8.2,0.01
1979-05-29,,SS-09,M,4,0.01
1979-05-29,,SS-09,S,1,0.01
1979-06-05,,SS-09,B,1,0.01
1979-06-05,,SS-09,M,1,0.02
1979-06-05,,SS-09,S,1,0.01
1979-06-13,,SS-09,B,7.3,0.01
1979-06-13,,SS-09,M,3.7,0.01
1979-06-13,,SS-09,S,1,0.01
1979-06-22,,SS-09,B,8.5,0.02
1979-06-22,,SS-09,M,4.3,0.02
1979-06-22,,SS-09,S,1,0.01
1979-06-27,,SS-09,B,1,0.01
1979-06-27,,SS-09,M,1,0.01
1979-06-27,,SS-09,S,1,0.01
1979-07-02,,SS-09,B,1,0.02
1979-07-02,,SS-09,M,1,0.01
1979-07-02,,SS-09,S,1,0.01
1979-07-10,,SS-09,B,7.9,0.01
1979-07-10,,SS-09,M,4,0.01
1979-07-10,,SS-09,S,1,0.01
1979-07-18,,SS-09,B,8.5,0.01
1979-07-18,,SS-09,M,4.6,0.01
1979-07-18,,SS-09,S,1,0.01
1979-07-24,,SS-09,B,7.9,0.01
1979-07-24,,SS-09,M,4.3,0.01
1979-07-24,,SS-09,S,1,0.01
1979-08-02,,SS-09,B,8.2,0.04
1979-08-02,,SS-09,M,4.6,0.01
1979-08-02,,SS-09,S,1,0.01
1979-08-14,,SS-09,B,9.1,0.05
1979-08-14,,SS-09,M,4.9,0.02
1979-08-14,,SS-09,S,1,0.02
1979-08-21,,SS-09,B,9.1,0.01
1979-08-21,,SS-09,M,4.9,0.01
1979-08-21,,SS-09,S,1,0.01
1979-08-28,,SS-09,B,1,0.04
1979-08-28,,SS-09,M,4.9,0.01
1979-08-28,,SS-09,S,1,0.01
1979-09-12,,SS-09,B,9.1,0.02
1979-09-12,,SS-09,M,4.9,0.01
1979-09-12,,SS-09,S,1,0.01
1979-09-18,,SS-09,B,9.1,0.04
1979-09-18,,SS-09,M,4.9,0.05
1979-09-18,,SS-09,S,1,0.05
1979-10-05,,SS-09,B,1,0.02
1979-10-05,,SS-09,M,1,0.02
1979-10-05,,SS-09,S,1,0.02
1979-10-09,,SS-09,B,8.5,0.01
1979-10-09,,SS-09,M,4.6,0.01
1979-10-09,,SS-09,S,1,0.01
1979-11-20,,SS-09,B,8.5,0.05
1979-11-20,,SS-09,M,4.6,0.01
1979-11-20,,SS-09,S,1,0.01
1979-11-27,,SS-09,B,8.5,0.04
1979-11-27,,SS-09,M,4.6,0.04
1979-11-27,,SS-09,S,1,0.03
1979-12-04,,SS-09,B,8.5,0.01
1979-12-04,,SS-09,M,4.6,0.01
1979-12-04,,SS-09,S,1,0.01
1979-12-13,,SS-09,B,8.5,0.04
1979-12-13,,SS-09,M,4.6,0.04
1979-12-13,,SS-09,S,1,0.02
1979-12-18,,SS-09,B,8.5,0.03
