"Date","Q","TP"
2007-01-01,30.2990256144848,0.0273509678226258
2007-01-02,29.4495202234245,0.0270934025270924
2007-01-03,29.4495202234245,0.0272252092199369
2007-01-04,28.8831832960509,0.0270878898281448
2007-01-05,28.0336779049906,0.0268031956050872
2007-01-06,27.4107072848797,0.0266182759533349
2007-01-07,27.1275388211929,0.0266004133846139
2007-01-08,26.9859545893495,0.0266539383296096
2007-01-09,26.5328850474507,0.0265414720646421
2007-01-10,26.1081323519205,0.0264383787370038
2007-01-11,25.5701122709157,0.0262866180397218
2007-01-12,25.2869438072289,0.0262700031206288
2007-01-13,25.4851617318096,0.0264921579663333
2007-01-14,26.1081323519205,0.0269386987573803
2007-01-15,26.2780334301326,0.0271576642723239
2007-01-16,25.5984291172843,0.026920149687856
2007-01-17,23.8144677960577,0.0261109100045403
2007-01-18,23.2198140223154,0.0259022564652124
2007-01-19,23.2198140223154,0.0260202646839424
2007-01-20,23.078229790472,0.0260581497897026
2007-01-21,22.9366455586287,0.026094797107175
2007-01-22,22.9366455586287,0.0262120606060208
2007-01-23,23.2198140223154,0.0264922975588725
2007-01-24,23.2198140223154,0.0266166182263757
2007-01-25,22.9366455586287,0.0265804931248799
2007-01-26,22.9366455586287,0.0267076185628793
2007-01-27,22.9366455586287,0.0268347440008893
2007-01-28,22.9366455586287,0.0269618694388887
2007-01-29,22.9366455586287,0.0270889948768881
2007-01-30,22.9366455586287,0.0272161203148875
2007-01-31,22.9366455586287,0.0273432457528869
2007-02-01,22.6534770949419,0.0273045700348172
2007-02-02,22.6534770949419,0.02743163014685
2007-02-03,20.9544663128212,0.0265467578953844
2007-02-04,19.5386239943874,0.0257955085987459
2007-02-05,18.6891186033271,0.0253619474452294
2007-02-06,18.6891186033271,0.0254858893009071
2007-02-07,18.9722870670138,0.0257993047800321
2007-02-08,19.2554555307006,0.0261104903551486
2007-02-09,19.2554555307006,0.0262350094269286
2007-02-10,20.1049609217609,0.0269059916801017
2007-02-11,20.9544663128212,0.027555990011707
2007-02-12,20.9544663128212,0.027682144026246
2007-02-13,20.6712978491345,0.0276352916939248
2007-02-14,20.6712978491345,0.0277611826390522
2007-02-15,20.2465451536043,0.0276222659903041
2007-02-16,20.2465451536043,0.0277749144058859
2007-02-17,19.8217924580741,0.0276599077172925
2007-02-18,19.8217924580741,0.0278158698976219
2007-02-19,20.2465451536043,0.0282444991854414
2007-02-20,20.9544663128212,0.0288439238134525
2007-02-21,21.237634776508,0.0291747107166654
2007-02-22,21.5208032401948,0.0295039136620125
2007-02-23,21.8039717038816,0.0298340608699521
2007-02-24,22.3703086312551,0.0303394887885357
2007-02-25,22.7667444804166,0.0307361717936735
2007-02-26,22.3986254776238,0.0306741628630054
2007-02-27,21.7756548575129,0.0304501986871009
2007-02-28,22.030506474831,0.0307666537879212
2007-03-01,22.5402097094672,0.0312361557507066
2007-03-02,23.3047645614215,0.0318488822999183
2007-03-03,23.7295172569516,0.0322541375544833
2007-03-04,23.6162498714769,0.0323484129103268
2007-03-05,23.1065466368407,0.0322101556252399
2007-03-06,22.5402097094672,0.0320304387991294
2007-03-07,21.6340706256695,0.0316297166988494
2007-03-08,21.6057537793008,0.0317705763340726
2007-03-09,22.6534770949419,0.0325756486031584
2007-03-10,24.1825867988505,0.0336313380303472
2007-03-11,26.4479345083446,0.035067673217832
2007-03-12,30.5821940781715,0.0373973139743541
2007-03-13,36.5287318155938,0.0404992619847251
2007-03-14,46.7227965083176,0.0454949528296439
2007-03-15,50.9703234636192,0.0475752643329366
2007-03-16,55.5010188826076,0.0498071681345132
2007-03-17,57.7663665921018,0.0509903914413824
2007-03-18,53.2356711731134,0.0491571583003904
2007-03-19,47.572301899378,0.0468587596482977
2007-03-20,43.0416064803896,0.0449409264139641
2007-03-21,41.0594272345822,0.0442485644087154
2007-03-22,63.9960727932108,0.0545287577450711
2007-03-23,69.3762736032595,0.0568973481378461
2007-03-24,66.5445889663918,0.0559544399305863
2007-03-25,71.9247897764405,0.0582341096799131
2007-03-26,62.0138935474034,0.0544334855302306
2007-03-27,53.802008100487,0.0511484890596665
2007-03-28,48.9881442178118,0.049240073012082
2007-03-29,43.8911118714499,0.0470768012146166
2007-03-30,40.2099218435218,0.0456144586592404
2007-03-31,37.0950687429673,0.0442878986222563
2007-04-01,34.8297210334731,0.0434047548064013
2007-04-02,33.4138787150393,0.0429074947604508
2007-04-03,33.9802156424128,0.04341165411144
2007-04-04,36.8119002792806,0.0449849911384948
2007-04-05,42.475269553016,0.0479081035935306
2007-04-06,47.8554703630647,0.0505948648632757
2007-04-07,48.1386388267515,0.0509399098430097
2007-04-08,44.7406172625102,0.0496039485457056
2007-04-09,41.6257641619557,0.0484143766325985
2007-04-10,40.2099218435218,0.0479837236611119
2007-04-11,39.0772479887748,0.0476670292224306
2007-04-12,38.5109110614012,0.0476139467116788
2007-04-13,38.5109110614012,0.047836099888803
2007-04-14,38.794079525088,0.0481962993658998
2007-04-15,40.4930903072086,0.0492259748882667
2007-04-16,41.6257641619557,0.0499676206099648
2007-04-17,40.2099218435218,0.0495377810849112
2007-04-18,37.3782372066541,0.0483847403437686
2007-04-19,35.1128894971599,0.0475118236771002
2007-04-20,33.4138787150393,0.046888107981245
2007-04-21,32.2812048602922,0.0465209540157164
2007-04-22,31.1485310055451,0.0461319267766943
2007-04-23,29.7326886871112,0.0456022120250802
2007-04-24,28.8831832960509,0.0453612776084158
2007-04-25,28.3168463686774,0.0452783247551762
2007-04-26,28.6000148323641,0.0456853811625161
2007-04-27,30.015857150798,0.046705709211298
