"Date","Q","TP"
2007-01-01,181.283872557449,0.10058634228556
2007-01-02,205.12896877917,0.110216788826689
2007-01-03,224.082763211821,0.117099959763657
2007-01-04,229.279771362709,0.118560153318504
2007-01-05,241.508025835387,0.122314740290766
2007-01-06,252.513454860797,0.125609256246721
2007-01-07,266.575947504376,0.130179727453539
2007-01-08,277.581376529786,0.133380524694677
2007-01-09,282.472678318858,0.134404809836197
2007-01-10,282.166971957041,0.133718251141547
2007-01-11,274.2186065498,0.130572238011017
2007-01-12,261.990352077122,0.125969219397153
2007-01-13,247.622153071726,0.120582670541097
2007-01-14,234.476779513597,0.116098282119913
2007-01-15,229.585477724526,0.114133467928677
2007-01-16,225.611295020906,0.112460535021182
2007-01-17,220.719993231835,0.110494382789191
2007-01-18,215.522985080946,0.10842498650503
2007-01-19,215.217278719129,0.107959202721111
2007-01-20,213.383040548228,0.107000707964678
2007-01-21,203.906143331903,0.103526383407456
2007-01-22,189.232237964689,0.0981330301668498
2007-01-23,181.589578919266,0.095263704162251
2007-01-24,177.003983492011,0.0936961158403713
2007-01-25,172.418388064757,0.0921546363684713
2007-01-26,152.241768184839,0.0852670744082092
2007-01-27,146.433347310317,0.0831159397429305
2007-01-28,143.987696415781,0.0821827232560206
2007-01-29,134.816505561273,0.0787408310053243
2007-01-30,132.982267390371,0.0781286469161387
2007-01-31,127.479552877666,0.0762446004775056
2007-02-01,122.282544726778,0.0744072221288734
2007-02-02,116.168417490439,0.0721593072773036
2007-02-03,101.800218485043,0.0663738695626144
2007-02-04,107.608639359565,0.068872737425364
2007-02-05,104.857282103212,0.0677942796941393
2007-02-06,106.08010755048,0.0683558969026082
2007-02-07,104.245869379578,0.0676573483117336
2007-02-08,103.634456655944,0.0674635353081372
2007-02-09,104.245869379578,0.0677757315461503
2007-02-10,100.271686675958,0.0662269568775053
2007-02-11,98.1317421432394,0.065525091299168
2007-02-12,95.6860912487039,0.0646990715514746
2007-02-13,94.1575594396192,0.0642031069845829
2007-02-14,95.3803848868869,0.0647334407590763
2007-02-15,91.4062021832667,0.0633140812279065
2007-02-16,92.6290276305344,0.0639964133194301
2007-02-17,91.1004958214497,0.0636523661425874
2007-02-18,90.4890830978158,0.0636562883285036
2007-02-19,90.7947894596328,0.0640115612392778
2007-02-20,91.4062021832667,0.0644811475663928
2007-02-21,92.6290276305344,0.065175136545076
2007-02-22,95.6860912487039,0.0665226944921753
2007-02-23,96.9089166959717,0.0671877943194633
2007-02-24,95.3803848868869,0.0668775431078804
2007-02-25,96.2975039723378,0.0674339517936504
2007-02-26,97.5203294196056,0.0680909769679409
2007-02-27,97.5203294196056,0.0683205070642571
2007-02-28,96.9089166959717,0.0683392425696975
2007-03-01,114.028472957721,0.0746962830943707
2007-03-02,130.230910134019,0.0800731643720323
